stock,sector,sub_sector,earnings_date,is_large_reaction,is_extreme_reaction,hist_extreme_prob,global_hist_prob,current_lift_vs_baseline,current_lift_vs_same_bucket_global,extreme_count,risk_level,risk_score,base_extreme_prob
A,Health Care,Life Sciences Tools & Services,2025-02-26,1,0,0.091,0.091,0.786,1.0,740.0,High,85.0,0.116
A,Health Care,Life Sciences Tools & Services,2025-05-28,0,0,0.091,0.091,0.786,1.0,740.0,High,77.0,0.116
A,Health Care,Life Sciences Tools & Services,2025-08-27,1,0,0.091,0.091,0.786,1.0,740.0,High,81.0,0.116
A,Health Care,Life Sciences Tools & Services,2025-11-24,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,88.0,0.116
AAPL,Information Technology,"Technology Hardware, Storage & Peripherals",2025-01-30,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,91.0,0.116
AAPL,Information Technology,"Technology Hardware, Storage & Peripherals",2025-05-01,1,0,0.052,0.052,0.449,1.0,423.0,Low,60.0,0.116
AAPL,Information Technology,"Technology Hardware, Storage & Peripherals",2025-07-31,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,91.0,0.116
AAPL,Information Technology,"Technology Hardware, Storage & Peripherals",2025-10-30,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,91.0,0.116
ABBV,Health Care,Biotechnology,2025-01-31,0,0,0.052,0.052,0.449,1.0,423.0,Low,62.0,0.116
ABBV,Health Care,Biotechnology,2025-04-25,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,46.0,0.116
ABBV,Health Care,Biotechnology,2025-07-31,1,0,0.052,0.052,0.449,1.0,423.0,Low,64.0,0.116
ABBV,Health Care,Biotechnology,2025-11-05,0,0,0.052,0.052,0.449,1.0,423.0,Low,54.0,0.116
ABNB,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2025-02-13,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,92.0,0.116
ABNB,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2025-05-01,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,74.0,0.116
ABNB,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2025-08-06,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,95.0,0.116
ABNB,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2025-11-06,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,95.0,0.116
ABT,Health Care,Health Care Equipment,2025-01-22,1,1,0.052,0.052,0.449,1.0,423.0,Low,61.0,0.116
ABT,Health Care,Health Care Equipment,2025-04-16,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,43.0,0.116
ABT,Health Care,Health Care Equipment,2025-07-17,0,0,0.052,0.052,0.449,1.0,423.0,Low,61.0,0.116
ABT,Health Care,Health Care Equipment,2025-10-15,0,0,0.052,0.052,0.449,1.0,423.0,Low,64.0,0.116
ACGL,Financials,Property & Casualty Insurance,2025-02-10,0,0,0.052,0.052,0.449,1.0,423.0,Low,61.0,0.116
ACGL,Financials,Property & Casualty Insurance,2025-04-29,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,41.0,0.116
ACGL,Financials,Property & Casualty Insurance,2025-07-29,0,0,0.052,0.052,0.449,1.0,423.0,Low,58.0,0.116
ACGL,Financials,Property & Casualty Insurance,2025-10-30,0,0,0.052,0.052,0.449,1.0,423.0,Low,58.0,0.116
ACN,Information Technology,IT Consulting & Other Services,2025-03-20,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,70.0,0.116
ACN,Information Technology,IT Consulting & Other Services,2025-06-20,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,72.0,0.116
ACN,Information Technology,IT Consulting & Other Services,2025-09-25,1,0,0.049,0.049,0.42,1.0,395.0,Moderate,71.0,0.116
ACN,Information Technology,IT Consulting & Other Services,2025-12-18,0,0,0.052,0.052,0.449,1.0,423.0,Low,62.0,0.116
ADBE,Information Technology,Application Software,2025-03-12,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,91.0,0.116
ADBE,Information Technology,Application Software,2025-06-12,1,0,0.251,0.251,2.163,1.0,2036.0,Extreme,91.0,0.116
ADBE,Information Technology,Application Software,2025-09-11,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,89.0,0.116
ADBE,Information Technology,Application Software,2025-12-10,0,0,0.091,0.091,0.786,1.0,740.0,High,86.0,0.116
ADI,Information Technology,Semiconductors,2025-02-19,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,68.0,0.116
ADI,Information Technology,Semiconductors,2025-05-22,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,42.0,0.116
ADI,Information Technology,Semiconductors,2025-08-20,0,0,0.091,0.091,0.786,1.0,740.0,High,76.0,0.116
ADI,Information Technology,Semiconductors,2025-11-25,1,0,0.049,0.049,0.42,1.0,395.0,Moderate,69.0,0.116
ADM,Consumer Staples,Agricultural Products & Services,2025-02-04,0,0,0.052,0.052,0.449,1.0,423.0,Low,65.0,0.116
ADM,Consumer Staples,Agricultural Products & Services,2025-05-06,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,48.0,0.116
ADM,Consumer Staples,Agricultural Products & Services,2025-08-05,0,0,0.052,0.052,0.449,1.0,423.0,Low,66.0,0.116
ADM,Consumer Staples,Agricultural Products & Services,2025-10-29,0,0,0.052,0.052,0.449,1.0,423.0,Low,66.0,0.116
ADP,Industrials,Human Resource & Employment Services,2025-01-29,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,71.0,0.116
ADP,Industrials,Human Resource & Employment Services,2025-04-30,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,43.0,0.116
ADP,Industrials,Human Resource & Employment Services,2025-07-30,0,0,0.052,0.052,0.449,1.0,423.0,Low,64.0,0.116
ADP,Industrials,Human Resource & Employment Services,2025-10-29,0,0,0.091,0.091,0.786,1.0,740.0,High,77.0,0.116
ADSK,Information Technology,Application Software,2025-02-27,1,0,0.251,0.251,2.163,1.0,2036.0,Extreme,94.0,0.116
ADSK,Information Technology,Application Software,2025-05-22,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,90.0,0.116
ADSK,Information Technology,Application Software,2025-08-28,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,94.0,0.116
ADSK,Information Technology,Application Software,2025-11-25,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,94.0,0.116
AEE,Utilities,Multi-Utilities,2025-02-20,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,40.0,0.116
AEE,Utilities,Multi-Utilities,2025-05-01,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,35.0,0.116
AEE,Utilities,Multi-Utilities,2025-07-31,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,54.0,0.116
AEE,Utilities,Multi-Utilities,2025-11-05,0,0,0.052,0.052,0.449,1.0,423.0,Low,59.0,0.116
AEP,Utilities,Electric Utilities,2025-02-24,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,48.0,0.116
AEP,Utilities,Electric Utilities,2025-05-06,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,42.0,0.116
AEP,Utilities,Electric Utilities,2025-07-30,0,0,0.052,0.052,0.449,1.0,423.0,Low,59.0,0.116
AEP,Utilities,Electric Utilities,2025-11-13,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,45.0,0.116
AES,Utilities,Independent Power Producers & Energy Traders,2025-02-24,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,52.0,0.116
AES,Utilities,Independent Power Producers & Energy Traders,2025-04-30,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,44.0,0.116
AES,Utilities,Independent Power Producers & Energy Traders,2025-07-30,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,38.0,0.116
AES,Utilities,Independent Power Producers & Energy Traders,2025-11-04,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,42.0,0.116
AFL,Financials,Life & Health Insurance,2025-02-05,0,0,0.091,0.091,0.786,1.0,740.0,High,79.0,0.116
AFL,Financials,Life & Health Insurance,2025-04-30,0,0,0.052,0.052,0.449,1.0,423.0,Low,57.0,0.116
AFL,Financials,Life & Health Insurance,2025-08-05,0,0,0.091,0.091,0.786,1.0,740.0,High,77.0,0.116
AFL,Financials,Life & Health Insurance,2025-11-04,0,0,0.091,0.091,0.786,1.0,740.0,High,83.0,0.116
AIG,Financials,Multi-line Insurance,2025-02-11,0,0,0.091,0.091,0.786,1.0,740.0,High,86.0,0.116
AIG,Financials,Multi-line Insurance,2025-05-01,0,0,0.052,0.052,0.449,1.0,423.0,Low,67.0,0.116
AIG,Financials,Multi-line Insurance,2025-08-06,0,0,0.091,0.091,0.786,1.0,740.0,High,86.0,0.116
AIG,Financials,Multi-line Insurance,2025-11-04,0,0,0.091,0.091,0.786,1.0,740.0,High,80.0,0.116
AIZ,Financials,Multi-line Insurance,2025-02-11,0,0,0.091,0.091,0.786,1.0,740.0,High,77.0,0.116
AIZ,Financials,Multi-line Insurance,2025-05-06,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,52.0,0.116
AIZ,Financials,Multi-line Insurance,2025-08-05,1,0,0.091,0.091,0.786,1.0,740.0,High,77.0,0.116
AIZ,Financials,Multi-line Insurance,2025-11-04,0,0,0.091,0.091,0.786,1.0,740.0,High,77.0,0.116
AJG,Financials,Insurance Brokers,2025-01-30,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,71.0,0.116
AJG,Financials,Insurance Brokers,2025-05-01,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,51.0,0.116
AJG,Financials,Insurance Brokers,2025-07-31,0,0,0.052,0.052,0.449,1.0,423.0,Low,63.0,0.116
AJG,Financials,Insurance Brokers,2025-10-30,0,0,0.052,0.052,0.449,1.0,423.0,Low,64.0,0.116
AKAM,Information Technology,Internet Services & Infrastructure,2025-02-20,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,100.0,0.116
AKAM,Information Technology,Internet Services & Infrastructure,2025-05-08,1,0,0.251,0.251,2.163,1.0,2036.0,Extreme,100.0,0.116
AKAM,Information Technology,Internet Services & Infrastructure,2025-08-07,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,100.0,0.116
AKAM,Information Technology,Internet Services & Infrastructure,2025-11-06,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,100.0,0.116
ALB,Materials,Specialty Chemicals,2025-02-12,1,1,0.049,0.049,0.42,1.0,395.0,Moderate,75.0,0.116
ALB,Materials,Specialty Chemicals,2025-04-30,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,47.0,0.116
ALB,Materials,Specialty Chemicals,2025-07-30,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,53.0,0.116
ALB,Materials,Specialty Chemicals,2025-11-05,1,1,0.105,0.105,0.907,1.0,854.0,Very Low,53.0,0.116
ALGN,Health Care,Health Care Supplies,2025-02-05,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,100.0,0.116
ALGN,Health Care,Health Care Supplies,2025-04-30,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,91.0,0.116
ALGN,Health Care,Health Care Supplies,2025-07-30,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,100.0,0.116
ALGN,Health Care,Health Care Supplies,2025-10-29,1,0,0.251,0.251,2.163,1.0,2036.0,Extreme,100.0,0.116
ALL,Financials,Property & Casualty Insurance,2025-02-05,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,73.0,0.116
ALL,Financials,Property & Casualty Insurance,2025-04-30,0,0,0.052,0.052,0.449,1.0,423.0,Low,58.0,0.116
ALL,Financials,Property & Casualty Insurance,2025-07-30,1,0,0.091,0.091,0.786,1.0,740.0,High,78.0,0.116
ALL,Financials,Property & Casualty Insurance,2025-11-05,0,0,0.091,0.091,0.786,1.0,740.0,High,80.0,0.116
ALLE,Industrials,Building Products,2025-02-18,0,0,0.052,0.052,0.449,1.0,423.0,Low,57.0,0.116
ALLE,Industrials,Building Products,2025-04-24,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,44.0,0.116
ALLE,Industrials,Building Products,2025-07-24,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,51.0,0.116
ALLE,Industrials,Building Products,2025-10-23,0,0,0.052,0.052,0.449,1.0,423.0,Low,60.0,0.116
AMAT,Information Technology,Semiconductor Materials & Equipment,2025-02-13,1,0,0.052,0.052,0.449,1.0,423.0,Low,64.0,0.116
AMAT,Information Technology,Semiconductor Materials & Equipment,2025-05-15,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,43.0,0.116
AMAT,Information Technology,Semiconductor Materials & Equipment,2025-08-14,1,1,0.091,0.091,0.786,1.0,740.0,High,76.0,0.116
AMAT,Information Technology,Semiconductor Materials & Equipment,2025-11-13,0,0,0.052,0.052,0.449,1.0,423.0,Low,59.0,0.116
AMCR,Materials,Paper & Plastic Packaging Products & Materials,2025-02-04,0,0,0.091,0.091,0.786,1.0,740.0,High,86.0,0.116
AMCR,Materials,Paper & Plastic Packaging Products & Materials,2025-04-30,0,0,0.052,0.052,0.449,1.0,423.0,Low,66.0,0.116
AMCR,Materials,Paper & Plastic Packaging Products & Materials,2025-08-14,0,0,0.091,0.091,0.786,1.0,740.0,High,83.0,0.116
AMCR,Materials,Paper & Plastic Packaging Products & Materials,2025-10-30,0,0,0.091,0.091,0.786,1.0,740.0,High,80.0,0.116
AMD,Information Technology,Semiconductors,2025-02-04,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,99.0,0.116
AMD,Information Technology,Semiconductors,2025-05-06,0,0,0.091,0.091,0.786,1.0,740.0,High,78.0,0.116
AMD,Information Technology,Semiconductors,2025-08-05,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,99.0,0.116
AMD,Information Technology,Semiconductors,2025-11-04,1,0,0.091,0.091,0.786,1.0,740.0,High,81.0,0.116
AME,Industrials,Electrical Components & Equipment,2025-02-04,0,0,0.052,0.052,0.449,1.0,423.0,Low,62.0,0.116
AME,Industrials,Electrical Components & Equipment,2025-05-01,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,39.0,0.116
AME,Industrials,Electrical Components & Equipment,2025-07-31,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,70.0,0.116
AME,Industrials,Electrical Components & Equipment,2025-10-30,0,0,0.052,0.052,0.449,1.0,423.0,Low,66.0,0.116
AMGN,Health Care,Biotechnology,2025-02-04,0,0,0.091,0.091,0.786,1.0,740.0,High,83.0,0.116
AMGN,Health Care,Biotechnology,2025-05-01,0,0,0.052,0.052,0.449,1.0,423.0,Low,66.0,0.116
AMGN,Health Care,Biotechnology,2025-08-05,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,68.0,0.116
AMGN,Health Care,Biotechnology,2025-10-29,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,73.0,0.116
AMP,Financials,Asset Management & Custody Banks,2025-01-29,1,0,0.091,0.091,0.786,1.0,740.0,High,76.0,0.116
AMP,Financials,Asset Management & Custody Banks,2025-04-24,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,45.0,0.116
AMP,Financials,Asset Management & Custody Banks,2025-07-24,0,0,0.091,0.091,0.786,1.0,740.0,High,78.0,0.116
AMP,Financials,Asset Management & Custody Banks,2025-10-30,0,0,0.091,0.091,0.786,1.0,740.0,High,80.0,0.116
AMT,Real Estate,Telecom Tower REITs,2025-02-25,0,0,0.052,0.052,0.449,1.0,423.0,Low,61.0,0.116
AMT,Real Estate,Telecom Tower REITs,2025-04-28,1,0,0.052,0.052,0.449,1.0,423.0,Low,56.0,0.116
AMT,Real Estate,Telecom Tower REITs,2025-07-28,1,0,0.049,0.049,0.42,1.0,395.0,Moderate,72.0,0.116
AMT,Real Estate,Telecom Tower REITs,2025-10-23,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,72.0,0.116
AMZN,Consumer Discretionary,Broadline Retail,2025-02-06,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,100.0,0.116
AMZN,Consumer Discretionary,Broadline Retail,2025-05-01,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,91.0,0.116
AMZN,Consumer Discretionary,Broadline Retail,2025-07-31,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,100.0,0.116
AMZN,Consumer Discretionary,Broadline Retail,2025-10-30,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,100.0,0.116
ANET,Information Technology,Communications Equipment,2025-02-18,1,1,0.091,0.091,0.786,1.0,740.0,High,82.0,0.116
ANET,Information Technology,Communications Equipment,2025-05-06,0,0,0.091,0.091,0.786,1.0,740.0,High,85.0,0.116
ANET,Information Technology,Communications Equipment,2025-08-05,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,98.0,0.116
ANET,Information Technology,Communications Equipment,2025-11-10,1,0,0.251,0.251,2.163,1.0,2036.0,Extreme,91.0,0.116
AON,Financials,Insurance Brokers,2025-01-31,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,69.0,0.116
AON,Financials,Insurance Brokers,2025-04-25,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,50.0,0.116
AON,Financials,Insurance Brokers,2025-07-25,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,72.0,0.116
AON,Financials,Insurance Brokers,2025-10-31,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,70.0,0.116
AOS,Industrials,Building Products,2025-01-30,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,71.0,0.116
AOS,Industrials,Building Products,2025-04-29,0,0,0.052,0.052,0.449,1.0,423.0,Low,59.0,0.116
AOS,Industrials,Building Products,2025-07-24,0,0,0.052,0.052,0.449,1.0,423.0,Low,66.0,0.116
AOS,Industrials,Building Products,2025-10-28,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,73.0,0.116
APA,Energy,Oil & Gas Exploration & Production,2025-02-19,0,0,0.052,0.052,0.449,1.0,423.0,Low,64.0,0.116
APA,Energy,Oil & Gas Exploration & Production,2025-04-29,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,38.0,0.116
APA,Energy,Oil & Gas Exploration & Production,2025-08-06,1,1,0.052,0.052,0.449,1.0,423.0,Low,62.0,0.116
APA,Energy,Oil & Gas Exploration & Production,2025-11-05,1,1,0.052,0.052,0.449,1.0,423.0,Low,57.0,0.116
APD,Materials,Industrial Gases,2025-02-06,1,0,0.052,0.052,0.449,1.0,423.0,Low,62.0,0.116
APD,Materials,Industrial Gases,2025-05-01,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,38.0,0.116
APD,Materials,Industrial Gases,2025-07-31,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,67.0,0.116
APD,Materials,Industrial Gases,2025-11-06,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,67.0,0.116
APH,Information Technology,Electronic Components,2025-01-22,1,1,0.105,0.105,0.907,1.0,854.0,Very Low,45.0,0.116
APH,Information Technology,Electronic Components,2025-04-23,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,33.0,0.116
APH,Information Technology,Electronic Components,2025-07-23,1,0,0.049,0.049,0.42,1.0,395.0,Moderate,70.0,0.116
APH,Information Technology,Electronic Components,2025-10-22,1,0,0.052,0.052,0.449,1.0,423.0,Low,56.0,0.116
APO,Financials,Asset Management & Custody Banks,2025-02-04,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,68.0,0.116
APO,Financials,Asset Management & Custody Banks,2025-05-02,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,40.0,0.116
APO,Financials,Asset Management & Custody Banks,2025-08-05,0,0,0.052,0.052,0.449,1.0,423.0,Low,65.0,0.116
APO,Financials,Asset Management & Custody Banks,2025-11-04,0,0,0.052,0.052,0.449,1.0,423.0,Low,60.0,0.116
APP,Information Technology,Application Software,2025-02-12,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,100.0,0.116
APP,Information Technology,Application Software,2025-05-07,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,94.0,0.116
APP,Information Technology,Application Software,2025-08-06,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,100.0,0.116
APP,Information Technology,Application Software,2025-11-05,1,0,0.251,0.251,2.163,1.0,2036.0,Extreme,100.0,0.116
APTV,Consumer Discretionary,Automotive Parts & Equipment,2025-02-06,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,72.0,0.116
APTV,Consumer Discretionary,Automotive Parts & Equipment,2025-05-01,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,37.0,0.116
APTV,Consumer Discretionary,Automotive Parts & Equipment,2025-07-31,1,0,0.052,0.052,0.449,1.0,423.0,Low,58.0,0.116
APTV,Consumer Discretionary,Automotive Parts & Equipment,2025-10-30,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,74.0,0.116
ARE,Real Estate,Office REITs,2025-01-27,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,46.0,0.116
ARE,Real Estate,Office REITs,2025-04-28,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,32.0,0.116
ARE,Real Estate,Office REITs,2025-07-21,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,46.0,0.116
ARE,Real Estate,Office REITs,2025-10-27,1,1,0.105,0.105,0.907,1.0,854.0,Very Low,47.0,0.116
ARES,Financials,Asset Management & Custody Banks,2025-02-05,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,67.0,0.116
ARES,Financials,Asset Management & Custody Banks,2025-05-05,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,36.0,0.116
ARES,Financials,Asset Management & Custody Banks,2025-08-01,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,71.0,0.116
ARES,Financials,Asset Management & Custody Banks,2025-10-30,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,50.0,0.116
ATO,Utilities,Gas Utilities,2025-02-04,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,49.0,0.116
ATO,Utilities,Gas Utilities,2025-05-07,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,50.0,0.116
ATO,Utilities,Gas Utilities,2025-08-06,1,0,0.052,0.052,0.449,1.0,423.0,Low,63.0,0.116
ATO,Utilities,Gas Utilities,2025-11-06,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,67.0,0.116
AVB,Real Estate,Multi-Family Residential REITs,2025-02-04,0,0,0.052,0.052,0.449,1.0,423.0,Low,56.0,0.116
AVB,Real Estate,Multi-Family Residential REITs,2025-04-29,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,41.0,0.116
AVB,Real Estate,Multi-Family Residential REITs,2025-07-30,1,0,0.049,0.049,0.42,1.0,395.0,Moderate,69.0,0.116
AVB,Real Estate,Multi-Family Residential REITs,2025-11-03,0,0,0.052,0.052,0.449,1.0,423.0,Low,67.0,0.116
AVGO,Information Technology,Semiconductors,2025-03-06,1,0,0.052,0.052,0.449,1.0,423.0,Low,60.0,0.116
AVGO,Information Technology,Semiconductors,2025-06-05,1,0,0.091,0.091,0.786,1.0,740.0,High,84.0,0.116
AVGO,Information Technology,Semiconductors,2025-09-04,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,88.0,0.116
AVGO,Information Technology,Semiconductors,2025-12-11,1,1,0.049,0.049,0.42,1.0,395.0,Moderate,75.0,0.116
AVY,Materials,Paper & Plastic Packaging Products & Materials,2025-01-30,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,71.0,0.116
AVY,Materials,Paper & Plastic Packaging Products & Materials,2025-04-23,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,49.0,0.116
AVY,Materials,Paper & Plastic Packaging Products & Materials,2025-07-22,0,0,0.052,0.052,0.449,1.0,423.0,Low,67.0,0.116
AVY,Materials,Paper & Plastic Packaging Products & Materials,2025-10-22,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,72.0,0.116
AWK,Utilities,Water Utilities,2025-02-12,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,49.0,0.116
AWK,Utilities,Water Utilities,2025-04-29,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,51.0,0.116
AWK,Utilities,Water Utilities,2025-07-29,0,0,0.052,0.052,0.449,1.0,423.0,Low,66.0,0.116
AWK,Utilities,Water Utilities,2025-10-29,0,0,0.052,0.052,0.449,1.0,423.0,Low,60.0,0.116
AXON,Industrials,Aerospace & Defense,2025-02-25,1,0,0.091,0.091,0.786,1.0,740.0,High,80.0,0.116
AXON,Industrials,Aerospace & Defense,2025-05-09,1,0,0.091,0.091,0.786,1.0,740.0,High,79.0,0.116
AXON,Industrials,Aerospace & Defense,2025-08-04,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,89.0,0.116
AXON,Industrials,Aerospace & Defense,2025-11-04,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,87.0,0.116
AXP,Financials,Consumer Finance,2025-01-24,0,0,0.052,0.052,0.449,1.0,423.0,Low,64.0,0.116
AXP,Financials,Consumer Finance,2025-04-17,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,38.0,0.116
AXP,Financials,Consumer Finance,2025-07-18,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,68.0,0.116
AXP,Financials,Consumer Finance,2025-10-17,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,70.0,0.116
AZO,Consumer Discretionary,Automotive Retail,2025-05-27,0,0,0.052,0.052,0.449,1.0,423.0,Low,54.0,0.116
AZO,Consumer Discretionary,Automotive Retail,2025-06-13,0,0,0.052,0.052,0.449,1.0,423.0,Low,56.0,0.116
AZO,Consumer Discretionary,Automotive Retail,2025-09-23,0,0,0.052,0.052,0.449,1.0,423.0,Low,62.0,0.116
AZO,Consumer Discretionary,Automotive Retail,2025-12-09,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,53.0,0.116
BA,Industrials,Aerospace & Defense,2025-01-28,0,0,0.052,0.052,0.449,1.0,423.0,Low,67.0,0.116
BA,Industrials,Aerospace & Defense,2025-04-23,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,33.0,0.116
BA,Industrials,Aerospace & Defense,2025-07-29,0,0,0.052,0.052,0.449,1.0,423.0,Low,59.0,0.116
BA,Industrials,Aerospace & Defense,2025-10-29,0,0,0.052,0.052,0.449,1.0,423.0,Low,61.0,0.116
BAC,Financials,Diversified Banks,2025-01-16,0,0,0.052,0.052,0.449,1.0,423.0,Low,67.0,0.116
BAC,Financials,Diversified Banks,2025-04-15,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,36.0,0.116
BAC,Financials,Diversified Banks,2025-07-16,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,69.0,0.116
BAC,Financials,Diversified Banks,2025-10-15,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,71.0,0.116
BALL,Materials,"Metal, Glass & Plastic Containers",2025-02-04,0,0,0.052,0.052,0.449,1.0,423.0,Low,63.0,0.116
BALL,Materials,"Metal, Glass & Plastic Containers",2025-05-06,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,45.0,0.116
BALL,Materials,"Metal, Glass & Plastic Containers",2025-08-05,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,70.0,0.116
BALL,Materials,"Metal, Glass & Plastic Containers",2025-10-30,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,70.0,0.116
BAX,Health Care,Health Care Equipment,2025-02-13,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,45.0,0.116
BAX,Health Care,Health Care Equipment,2025-04-30,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,28.0,0.116
BAX,Health Care,Health Care Equipment,2025-07-31,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,39.0,0.116
BAX,Health Care,Health Care Equipment,2025-10-30,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,42.0,0.116
