stock,sector,sub_sector,earnings_date,is_large_reaction,is_extreme_reaction,hist_extreme_prob,global_hist_prob,current_lift_vs_baseline,current_lift_vs_same_bucket_global,extreme_count,risk_level,risk_score,base_extreme_prob
REGN,Health Care,Biotechnology,2025-08-01,0,0,0.091,0.091,0.786,1.0,740.0,High,76.0,0.116
REGN,Health Care,Biotechnology,2025-10-30,0,0,0.052,0.052,0.449,1.0,423.0,Low,54.0,0.116
RF,Financials,Regional Banks,2025-01-17,0,0,0.052,0.052,0.449,1.0,423.0,Low,62.0,0.116
RF,Financials,Regional Banks,2025-04-17,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,41.0,0.116
RF,Financials,Regional Banks,2025-07-18,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,70.0,0.116
RF,Financials,Regional Banks,2025-10-17,0,0,0.052,0.052,0.449,1.0,423.0,Low,61.0,0.116
RJF,Financials,Investment Banking & Brokerage,2025-01-29,0,0,0.091,0.091,0.786,1.0,740.0,High,76.0,0.116
RJF,Financials,Investment Banking & Brokerage,2025-04-23,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,54.0,0.116
RJF,Financials,Investment Banking & Brokerage,2025-07-23,0,0,0.091,0.091,0.786,1.0,740.0,High,85.0,0.116
RJF,Financials,Investment Banking & Brokerage,2025-10-22,0,0,0.091,0.091,0.786,1.0,740.0,High,78.0,0.116
RL,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2025-02-06,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,72.0,0.116
RL,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2025-05-22,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,48.0,0.116
RL,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2025-08-07,1,0,0.091,0.091,0.786,1.0,740.0,High,77.0,0.116
RL,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2025-11-06,1,0,0.049,0.049,0.42,1.0,395.0,Moderate,72.0,0.116
RMD,Health Care,Health Care Equipment,2025-01-30,1,0,0.251,0.251,2.163,1.0,2036.0,Extreme,95.0,0.116
RMD,Health Care,Health Care Equipment,2025-04-23,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,88.0,0.116
RMD,Health Care,Health Care Equipment,2025-07-31,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,94.0,0.116
RMD,Health Care,Health Care Equipment,2025-10-23,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,94.0,0.116
ROK,Industrials,Electrical Components & Equipment,2025-02-10,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,71.0,0.116
ROK,Industrials,Electrical Components & Equipment,2025-05-07,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,35.0,0.116
ROK,Industrials,Electrical Components & Equipment,2025-08-06,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,70.0,0.116
ROK,Industrials,Electrical Components & Equipment,2025-11-06,1,0,0.049,0.049,0.42,1.0,395.0,Moderate,67.0,0.116
ROL,Industrials,Environmental & Facilities Services,2025-02-12,0,0,0.091,0.091,0.786,1.0,740.0,High,77.0,0.116
ROL,Industrials,Environmental & Facilities Services,2025-04-22,0,0,0.052,0.052,0.449,1.0,423.0,Low,58.0,0.116
ROL,Industrials,Environmental & Facilities Services,2025-07-22,0,0,0.091,0.091,0.786,1.0,740.0,High,79.0,0.116
ROL,Industrials,Environmental & Facilities Services,2025-10-29,1,1,0.049,0.049,0.42,1.0,395.0,Moderate,74.0,0.116
ROP,Information Technology,Electronic Equipment & Instruments,2025-01-30,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,73.0,0.116
ROP,Information Technology,Electronic Equipment & Instruments,2025-04-28,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,47.0,0.116
ROP,Information Technology,Electronic Equipment & Instruments,2025-07-21,0,0,0.091,0.091,0.786,1.0,740.0,High,77.0,0.116
ROP,Information Technology,Electronic Equipment & Instruments,2025-10-22,1,1,0.049,0.049,0.42,1.0,395.0,Moderate,70.0,0.116
ROST,Consumer Discretionary,Apparel Retail,2025-03-04,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,74.0,0.116
ROST,Consumer Discretionary,Apparel Retail,2025-05-22,1,1,0.052,0.052,0.449,1.0,423.0,Low,58.0,0.116
ROST,Consumer Discretionary,Apparel Retail,2025-08-21,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,70.0,0.116
ROST,Consumer Discretionary,Apparel Retail,2025-11-20,1,1,0.049,0.049,0.42,1.0,395.0,Moderate,73.0,0.116
RSG,Industrials,Environmental & Facilities Services,2025-02-25,0,0,0.091,0.091,0.786,1.0,740.0,High,79.0,0.116
RSG,Industrials,Environmental & Facilities Services,2025-04-28,0,0,0.052,0.052,0.449,1.0,423.0,Low,63.0,0.116
RSG,Industrials,Environmental & Facilities Services,2025-07-22,0,0,0.091,0.091,0.786,1.0,740.0,High,80.0,0.116
RSG,Industrials,Environmental & Facilities Services,2025-10-30,0,0,0.091,0.091,0.786,1.0,740.0,High,78.0,0.116
RTX,Industrials,Aerospace & Defense,2025-01-28,0,0,0.052,0.052,0.449,1.0,423.0,Low,54.0,0.116
RTX,Industrials,Aerospace & Defense,2025-04-22,1,1,0.105,0.105,0.907,1.0,854.0,Very Low,35.0,0.116
RTX,Industrials,Aerospace & Defense,2025-07-22,1,0,0.052,0.052,0.449,1.0,423.0,Low,54.0,0.116
RTX,Industrials,Aerospace & Defense,2025-10-21,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,51.0,0.116
RVTY,Health Care,Health Care Equipment,2025-01-31,0,0,0.091,0.091,0.786,1.0,740.0,High,79.0,0.116
RVTY,Health Care,Health Care Equipment,2025-04-28,0,0,0.052,0.052,0.449,1.0,423.0,Low,62.0,0.116
RVTY,Health Care,Health Care Equipment,2025-07-28,1,0,0.091,0.091,0.786,1.0,740.0,High,78.0,0.116
RVTY,Health Care,Health Care Equipment,2025-10-27,1,0,0.091,0.091,0.786,1.0,740.0,High,81.0,0.116
SBAC,Real Estate,Telecom Tower REITs,2025-02-24,0,0,0.091,0.091,0.786,1.0,740.0,High,76.0,0.116
SBAC,Real Estate,Telecom Tower REITs,2025-04-28,1,0,0.049,0.049,0.42,1.0,395.0,Moderate,73.0,0.116
SBAC,Real Estate,Telecom Tower REITs,2025-07-28,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,88.0,0.116
SBAC,Real Estate,Telecom Tower REITs,2025-11-03,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,88.0,0.116
SBUX,Consumer Discretionary,Restaurants,2025-01-28,1,0,0.091,0.091,0.786,1.0,740.0,High,82.0,0.116
SBUX,Consumer Discretionary,Restaurants,2025-04-29,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,54.0,0.116
SBUX,Consumer Discretionary,Restaurants,2025-07-29,1,0,0.091,0.091,0.786,1.0,740.0,High,83.0,0.116
SBUX,Consumer Discretionary,Restaurants,2025-10-28,1,0,0.091,0.091,0.786,1.0,740.0,High,80.0,0.116
SCHW,Financials,Investment Banking & Brokerage,2025-01-21,0,0,0.052,0.052,0.449,1.0,423.0,Low,67.0,0.116
SCHW,Financials,Investment Banking & Brokerage,2025-04-17,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,42.0,0.116
SCHW,Financials,Investment Banking & Brokerage,2025-07-18,0,0,0.091,0.091,0.786,1.0,740.0,High,80.0,0.116
SCHW,Financials,Investment Banking & Brokerage,2025-10-16,0,0,0.052,0.052,0.449,1.0,423.0,Low,57.0,0.116
SHW,Materials,Specialty Chemicals,2025-01-30,0,0,0.052,0.052,0.449,1.0,423.0,Low,55.0,0.116
SHW,Materials,Specialty Chemicals,2025-04-29,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,40.0,0.116
SHW,Materials,Specialty Chemicals,2025-07-22,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,50.0,0.116
SHW,Materials,Specialty Chemicals,2025-10-28,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,69.0,0.116
SJM,Consumer Staples,Packaged Foods & Meats,2025-02-27,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,45.0,0.116
SJM,Consumer Staples,Packaged Foods & Meats,2025-06-10,0,0,0.052,0.052,0.449,1.0,423.0,Low,57.0,0.116
SJM,Consumer Staples,Packaged Foods & Meats,2025-08-27,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,48.0,0.116
SJM,Consumer Staples,Packaged Foods & Meats,2025-11-25,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,52.0,0.116
SLB,Energy,Oil & Gas Equipment & Services,2025-01-17,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,71.0,0.116
SLB,Energy,Oil & Gas Equipment & Services,2025-04-25,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,38.0,0.116
SLB,Energy,Oil & Gas Equipment & Services,2025-07-18,1,0,0.052,0.052,0.449,1.0,423.0,Low,55.0,0.116
SLB,Energy,Oil & Gas Equipment & Services,2025-10-17,1,0,0.049,0.049,0.42,1.0,395.0,Moderate,71.0,0.116
SMCI,Information Technology,"Technology Hardware, Storage & Peripherals",2025-02-11,1,1,0.049,0.049,0.42,1.0,395.0,Moderate,73.0,0.116
SMCI,Information Technology,"Technology Hardware, Storage & Peripherals",2025-04-28,1,1,0.049,0.049,0.42,1.0,395.0,Moderate,72.0,0.116
SMCI,Information Technology,"Technology Hardware, Storage & Peripherals",2025-08-28,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,87.0,0.116
SMCI,Information Technology,"Technology Hardware, Storage & Peripherals",2025-11-04,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,90.0,0.116
SNA,Industrials,Industrial Machinery & Supplies & Components,2025-02-06,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,73.0,0.116
SNA,Industrials,Industrial Machinery & Supplies & Components,2025-04-16,1,1,0.105,0.105,0.907,1.0,854.0,Very Low,47.0,0.116
SNA,Industrials,Industrial Machinery & Supplies & Components,2025-07-16,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,71.0,0.116
SNA,Industrials,Industrial Machinery & Supplies & Components,2025-10-16,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,68.0,0.116
SNDK,Information Technology,"Technology Hardware, Storage & Peripherals",2025-02-26,1,1,,,,,,,,0.116
SNDK,Information Technology,"Technology Hardware, Storage & Peripherals",2025-05-07,1,1,,,,,,,,0.116
SNDK,Information Technology,"Technology Hardware, Storage & Peripherals",2025-08-14,0,0,,,,,,,,0.116
SNDK,Information Technology,"Technology Hardware, Storage & Peripherals",2025-11-06,1,1,,,,,,,,0.116
SNPS,Information Technology,Application Software,2025-02-26,1,0,0.049,0.049,0.42,1.0,395.0,Moderate,71.0,0.116
SNPS,Information Technology,Application Software,2025-05-28,0,0,0.091,0.091,0.786,1.0,740.0,High,78.0,0.116
SNPS,Information Technology,Application Software,2025-09-09,1,1,0.091,0.091,0.786,1.0,740.0,High,77.0,0.116
SNPS,Information Technology,Application Software,2025-12-03,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,75.0,0.116
SO,Utilities,Electric Utilities,2025-02-20,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,39.0,0.116
SO,Utilities,Electric Utilities,2025-04-30,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,45.0,0.116
SO,Utilities,Electric Utilities,2025-07-30,0,0,0.052,0.052,0.449,1.0,423.0,Low,63.0,0.116
SO,Utilities,Electric Utilities,2025-10-29,0,0,0.052,0.052,0.449,1.0,423.0,Low,56.0,0.116
SOLV,Health Care,Health Care Technology,2025-02-27,1,0,,,,,,,,0.116
SOLV,Health Care,Health Care Technology,2025-05-08,1,1,,,,,,,,0.116
SOLV,Health Care,Health Care Technology,2025-08-07,0,0,,,,,,,,0.116
SOLV,Health Care,Health Care Technology,2025-11-06,1,1,,,,,,,,0.116
SPG,Real Estate,Retail REITs,2025-02-04,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,71.0,0.116
SPG,Real Estate,Retail REITs,2025-05-12,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,41.0,0.116
SPG,Real Estate,Retail REITs,2025-08-04,0,0,0.091,0.091,0.786,1.0,740.0,High,76.0,0.116
SPG,Real Estate,Retail REITs,2025-11-03,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,75.0,0.116
SPGI,Financials,Financial Exchanges & Data,2025-02-11,0,0,0.052,0.052,0.449,1.0,423.0,Low,66.0,0.116
SPGI,Financials,Financial Exchanges & Data,2025-04-29,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,36.0,0.116
SPGI,Financials,Financial Exchanges & Data,2025-07-31,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,68.0,0.116
SPGI,Financials,Financial Exchanges & Data,2025-10-23,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,50.0,0.116
SRE,Utilities,Multi-Utilities,2025-02-25,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,39.0,0.116
SRE,Utilities,Multi-Utilities,2025-05-05,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,34.0,0.116
SRE,Utilities,Multi-Utilities,2025-08-07,0,0,0.052,0.052,0.449,1.0,423.0,Low,57.0,0.116
SRE,Utilities,Multi-Utilities,2025-11-05,0,0,0.052,0.052,0.449,1.0,423.0,Low,56.0,0.116
STE,Health Care,Health Care Equipment,2025-02-05,0,0,0.091,0.091,0.786,1.0,740.0,High,77.0,0.116
STE,Health Care,Health Care Equipment,2025-05-14,1,1,0.052,0.052,0.449,1.0,423.0,Low,62.0,0.116
STE,Health Care,Health Care Equipment,2025-08-06,1,1,0.091,0.091,0.786,1.0,740.0,High,80.0,0.116
STE,Health Care,Health Care Equipment,2025-11-05,1,1,0.091,0.091,0.786,1.0,740.0,High,79.0,0.116
STLD,Materials,Steel,2025-01-22,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,74.0,0.116
STLD,Materials,Steel,2025-04-22,1,1,0.052,0.052,0.449,1.0,423.0,Low,54.0,0.116
STLD,Materials,Steel,2025-07-21,1,0,0.091,0.091,0.786,1.0,740.0,High,78.0,0.116
STLD,Materials,Steel,2025-10-20,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,75.0,0.116
STT,Financials,Asset Management & Custody Banks,2025-01-17,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,53.0,0.116
STT,Financials,Asset Management & Custody Banks,2025-04-17,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,34.0,0.116
STT,Financials,Asset Management & Custody Banks,2025-07-15,1,0,0.052,0.052,0.449,1.0,423.0,Low,66.0,0.116
STT,Financials,Asset Management & Custody Banks,2025-10-17,0,0,0.052,0.052,0.449,1.0,423.0,Low,55.0,0.116
STX,Information Technology,"Technology Hardware, Storage & Peripherals",2025-01-21,1,0,0.251,0.251,2.163,1.0,2036.0,Extreme,92.0,0.116
STX,Information Technology,"Technology Hardware, Storage & Peripherals",2025-04-29,1,1,0.052,0.052,0.449,1.0,423.0,Low,61.0,0.116
STX,Information Technology,"Technology Hardware, Storage & Peripherals",2025-07-29,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,91.0,0.116
STX,Information Technology,"Technology Hardware, Storage & Peripherals",2025-10-28,1,1,0.049,0.049,0.42,1.0,395.0,Moderate,73.0,0.116
STZ,Consumer Staples,Distillers & Vintners,2025-01-10,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,70.0,0.116
STZ,Consumer Staples,Distillers & Vintners,2025-04-09,0,0,0.052,0.052,0.449,1.0,423.0,Low,59.0,0.116
STZ,Consumer Staples,Distillers & Vintners,2025-07-01,0,0,0.052,0.052,0.449,1.0,423.0,Low,65.0,0.116
STZ,Consumer Staples,Distillers & Vintners,2025-10-06,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,52.0,0.116
SW,Materials,Paper & Plastic Packaging Products & Materials,2025-02-12,1,1,,,,,,,,0.116
SW,Materials,Paper & Plastic Packaging Products & Materials,2025-05-01,0,0,,,,,,,,0.116
SW,Materials,Paper & Plastic Packaging Products & Materials,2025-07-30,1,0,,,,,,,,0.116
SW,Materials,Paper & Plastic Packaging Products & Materials,2025-10-29,0,0,,,,,,,,0.116
SWK,Industrials,Industrial Machinery & Supplies & Components,2025-02-05,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,70.0,0.116
SWK,Industrials,Industrial Machinery & Supplies & Components,2025-04-30,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,37.0,0.116
SWK,Industrials,Industrial Machinery & Supplies & Components,2025-07-29,0,0,0.052,0.052,0.449,1.0,423.0,Low,61.0,0.116
SWK,Industrials,Industrial Machinery & Supplies & Components,2025-11-04,0,0,0.052,0.052,0.449,1.0,423.0,Low,57.0,0.116
SWKS,Information Technology,Semiconductors,2025-02-05,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,98.0,0.116
SWKS,Information Technology,Semiconductors,2025-05-07,1,1,0.049,0.049,0.42,1.0,395.0,Moderate,69.0,0.116
SWKS,Information Technology,Semiconductors,2025-08-05,1,0,0.251,0.251,2.163,1.0,2036.0,Extreme,99.0,0.116
SWKS,Information Technology,Semiconductors,2025-11-18,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,92.0,0.116
SYF,Financials,Consumer Finance,2025-01-28,0,0,0.052,0.052,0.449,1.0,423.0,Low,59.0,0.116
SYF,Financials,Consumer Finance,2025-04-22,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,34.0,0.116
SYF,Financials,Consumer Finance,2025-07-22,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,70.0,0.116
SYF,Financials,Consumer Finance,2025-10-15,0,0,0.052,0.052,0.449,1.0,423.0,Low,64.0,0.116
SYK,Health Care,Health Care Equipment,2025-01-28,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,72.0,0.116
SYK,Health Care,Health Care Equipment,2025-05-01,0,0,0.052,0.052,0.449,1.0,423.0,Low,55.0,0.116
SYK,Health Care,Health Care Equipment,2025-07-31,0,0,0.091,0.091,0.786,1.0,740.0,High,80.0,0.116
SYK,Health Care,Health Care Equipment,2025-10-30,0,0,0.091,0.091,0.786,1.0,740.0,High,76.0,0.116
SYY,Consumer Staples,Food Distributors,2025-01-28,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,68.0,0.116
SYY,Consumer Staples,Food Distributors,2025-04-29,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,40.0,0.116
SYY,Consumer Staples,Food Distributors,2025-07-29,0,0,0.052,0.052,0.449,1.0,423.0,Low,63.0,0.116
SYY,Consumer Staples,Food Distributors,2025-10-28,0,0,0.052,0.052,0.449,1.0,423.0,Low,59.0,0.116
T,Communication Services,Integrated Telecommunication Services,2025-01-27,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,70.0,0.116
T,Communication Services,Integrated Telecommunication Services,2025-04-23,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,45.0,0.116
T,Communication Services,Integrated Telecommunication Services,2025-07-23,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,68.0,0.116
T,Communication Services,Integrated Telecommunication Services,2025-10-22,0,0,0.052,0.052,0.449,1.0,423.0,Low,63.0,0.116
TAP,Consumer Staples,Brewers,2025-02-13,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,46.0,0.116
TAP,Consumer Staples,Brewers,2025-05-08,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,53.0,0.116
TAP,Consumer Staples,Brewers,2025-08-05,0,0,0.052,0.052,0.449,1.0,423.0,Low,55.0,0.116
TAP,Consumer Staples,Brewers,2025-11-06,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,53.0,0.116
TDG,Industrials,Aerospace & Defense,2025-02-04,0,0,0.052,0.052,0.449,1.0,423.0,Low,56.0,0.116
TDG,Industrials,Aerospace & Defense,2025-05-06,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,36.0,0.116
TDG,Industrials,Aerospace & Defense,2025-08-05,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,68.0,0.116
TDG,Industrials,Aerospace & Defense,2025-11-06,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,47.0,0.116
TDY,Information Technology,Electronic Equipment & Instruments,2025-01-22,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,73.0,0.116
TDY,Information Technology,Electronic Equipment & Instruments,2025-04-23,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,42.0,0.116
TDY,Information Technology,Electronic Equipment & Instruments,2025-07-23,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,72.0,0.116
TDY,Information Technology,Electronic Equipment & Instruments,2025-10-22,0,0,0.052,0.052,0.449,1.0,423.0,Low,65.0,0.116
TECH,Health Care,Life Sciences Tools & Services,2025-02-05,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,54.0,0.116
TECH,Health Care,Life Sciences Tools & Services,2025-05-07,1,1,0.105,0.105,0.907,1.0,854.0,Very Low,36.0,0.116
TECH,Health Care,Life Sciences Tools & Services,2025-08-06,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,45.0,0.116
TECH,Health Care,Life Sciences Tools & Services,2025-11-05,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,43.0,0.116
TEL,Information Technology,Electronic Manufacturing Services,2025-01-22,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,73.0,0.116
TEL,Information Technology,Electronic Manufacturing Services,2025-04-23,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,38.0,0.116
TEL,Information Technology,Electronic Manufacturing Services,2025-07-23,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,76.0,0.116
TEL,Information Technology,Electronic Manufacturing Services,2025-10-29,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,73.0,0.116
TER,Information Technology,Semiconductor Materials & Equipment,2025-01-29,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,90.0,0.116
TER,Information Technology,Semiconductor Materials & Equipment,2025-04-28,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,69.0,0.116
TER,Information Technology,Semiconductor Materials & Equipment,2025-07-29,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,94.0,0.116
TER,Information Technology,Semiconductor Materials & Equipment,2025-10-28,1,1,0.091,0.091,0.786,1.0,740.0,High,84.0,0.116
TFC,Financials,Diversified Banks,2025-01-17,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,43.0,0.116
TFC,Financials,Diversified Banks,2025-04-17,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,27.0,0.116
TFC,Financials,Diversified Banks,2025-07-18,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,46.0,0.116
TFC,Financials,Diversified Banks,2025-10-17,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,43.0,0.116
TGT,Consumer Staples,Consumer Staples Merchandise Retail,2025-03-04,0,0,0.052,0.052,0.449,1.0,423.0,Low,54.0,0.116
TGT,Consumer Staples,Consumer Staples Merchandise Retail,2025-05-21,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,38.0,0.116
TGT,Consumer Staples,Consumer Staples Merchandise Retail,2025-08-20,0,0,0.052,0.052,0.449,1.0,423.0,Low,55.0,0.116
TGT,Consumer Staples,Consumer Staples Merchandise Retail,2025-11-19,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,52.0,0.116
TJX,Consumer Discretionary,Apparel Retail,2025-02-26,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,71.0,0.116
TJX,Consumer Discretionary,Apparel Retail,2025-05-21,0,0,0.052,0.052,0.449,1.0,423.0,Low,54.0,0.116
TJX,Consumer Discretionary,Apparel Retail,2025-08-20,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,69.0,0.116
TJX,Consumer Discretionary,Apparel Retail,2025-11-19,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,69.0,0.116
TKO,Communication Services,Movies & Entertainment,2025-02-26,1,0,,,,,,,,0.116
TKO,Communication Services,Movies & Entertainment,2025-05-06,0,0,,,,,,,,0.116
TKO,Communication Services,Movies & Entertainment,2025-08-06,1,1,,,,,,,,0.116
TKO,Communication Services,Movies & Entertainment,2025-11-05,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,90.0,0.116
TMO,Health Care,Life Sciences Tools & Services,2025-01-30,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,71.0,0.116
TMO,Health Care,Life Sciences Tools & Services,2025-04-23,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,42.0,0.116
TMO,Health Care,Life Sciences Tools & Services,2025-07-23,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,50.0,0.116
TMO,Health Care,Life Sciences Tools & Services,2025-10-22,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,46.0,0.116
TMUS,Communication Services,Wireless Telecommunication Services,2025-01-29,0,0,0.091,0.091,0.786,1.0,740.0,High,79.0,0.116
TMUS,Communication Services,Wireless Telecommunication Services,2025-04-24,1,0,0.052,0.052,0.449,1.0,423.0,Low,66.0,0.116
TMUS,Communication Services,Wireless Telecommunication Services,2025-07-23,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,74.0,0.116
TMUS,Communication Services,Wireless Telecommunication Services,2025-10-23,0,0,0.091,0.091,0.786,1.0,740.0,High,83.0,0.116
TPL,Energy,Oil & Gas Exploration & Production,2025-02-19,1,0,0.049,0.049,0.42,1.0,395.0,Moderate,75.0,0.116
TPL,Energy,Oil & Gas Exploration & Production,2025-05-07,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,51.0,0.116
TPL,Energy,Oil & Gas Exploration & Production,2025-08-06,1,1,0.091,0.091,0.786,1.0,740.0,High,76.0,0.116
TPL,Energy,Oil & Gas Exploration & Production,2025-11-05,1,1,0.091,0.091,0.786,1.0,740.0,High,79.0,0.116
TPR,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2025-02-06,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,74.0,0.116
TPR,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2025-05-08,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,45.0,0.116
TPR,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2025-08-14,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,68.0,0.116
TPR,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2025-11-06,0,0,0.052,0.052,0.449,1.0,423.0,Low,65.0,0.116
TRGP,Energy,Oil & Gas Storage & Transportation,2025-02-13,0,0,0.052,0.052,0.449,1.0,423.0,Low,65.0,0.116
TRGP,Energy,Oil & Gas Storage & Transportation,2025-04-30,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,42.0,0.116
TRGP,Energy,Oil & Gas Storage & Transportation,2025-08-07,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,73.0,0.116
TRGP,Energy,Oil & Gas Storage & Transportation,2025-11-05,0,0,0.052,0.052,0.449,1.0,423.0,Low,66.0,0.116
TRMB,Information Technology,Electronic Equipment & Instruments,2025-02-19,1,0,0.251,0.251,2.163,1.0,2036.0,Extreme,95.0,0.116
TRMB,Information Technology,Electronic Equipment & Instruments,2025-05-07,1,0,0.091,0.091,0.786,1.0,740.0,High,76.0,0.116
TRMB,Information Technology,Electronic Equipment & Instruments,2025-08-06,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,95.0,0.116
TRMB,Information Technology,Electronic Equipment & Instruments,2025-11-05,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,94.0,0.116
TROW,Financials,Asset Management & Custody Banks,2025-02-05,0,0,0.052,0.052,0.449,1.0,423.0,Low,65.0,0.116
